bookID,title,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,author,lang,publisher,num_pages_grp
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,4.5,307264874,9780310000000.0,1122,1564,108,10/17/2006,Joan Didion,eng,Everyman's Library,>=1000
428,Play It As It Lays,3.87,374529949,9780370000000.0,231,23656,1706,11/15/2005,Joan Didion,eng,Farrar  Straus and Giroux,<250
431,The New York Trilogy,3.89,143039830,9780140000000.0,308,43200,1873,3/28/2006,Paul Auster,eng,Penguin Classics,250-499
432,City of Glass (The New York Trilogy  #1),3.79,140097317,9780140000000.0,203,12410,734,4/7/1987,Paul Auster,eng,Penguin Books,<250
434,Ghosts (The New York Trilogy  #2),3.64,014009735X,9780140000000.0,96,3672,195,7/7/1987,Paul Auster,eng,Penguin Books,<250
435,The Locked Room (The New York Trilogy  #3),3.89,940650762,9780940000000.0,179,2998,164,11/1/1986,Paul Auster,eng,Sun and Moon Press,<250
444,Pyramids of Montauk: Explorations in Consciousness,3.89,963188925,9780960000000.0,256,74,2,1/1/1995,Peter Moon,eng,Sky Books (NY),250-499
446,The Brooklyn Follies,3.84,312426232,9780310000000.0,306,17977,1157,10/17/2006,Paul Auster,eng,Picador,250-499
447,Moon Palace,3.94,140115854,9780140000000.0,320,16099,503,4/1/1990,Paul Auster,eng,Penguin Books,250-499
453,The Music of Chance,3.9,140154078,9780140000000.0,217,361,36,12/1/1991,Paul Auster,en-US,Penguin Books,<250
454,Travels in the Scriptorium,3.23,805081453,9780810000000.0,145,6688,562,1/23/2007,Paul Auster,eng,Henry Holt & Company,<250
456,Leviathan,3.96,140178139,9780140000000.0,275,11744,443,9/1/1993,Paul Auster,eng,Penguin Books,250-499
463,The Red Notebook: True Stories,3.77,811214982,9780810000000.0,104,2390,120,6/17/2002,Paul Auster,eng,New Directions,<250
466,Timbuktu / Leviathan / Moon Palace,4.38,2742741461,9782740000000.0,1075,21,1,11/7/2002,Paul Auster,fre,Actes Sud,>=1000
475,Collapse: How Societies Choose to Fail or Succeed,3.93,143036556,9780140000000.0,608,52522,2780,12/27/2005,Jared Diamond,eng,Penguin Books Ltd. (London),500-749
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,3.4,446579785,9780450000000.0,211,213,26,2/1/2006,Stephen Leeb,en-US,Business Plus,<250
477,Collapse of Complex Societies,4.15,052138673X,9780520000000.0,262,719,86,3/29/1990,Joseph A. Tainter,eng,Cambridge University Press,250-499
478,Bowling Alone: The Collapse and Revival of American Community,3.8,743203046,9780740000000.0,544,4762,512,8/7/2001,Robert D. Putnam,eng,Simon  Schuster,500-749
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,3.91,034543871X,9780350000000.0,272,62,4,1/29/2002,Philip K. Howard,eng,Ballantine Books,250-499
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,4.39,393318281,9780390000000.0,576,278,20,9/17/1998,Joy Harjo,eng,W. W. Norton  Company,500-749
493,My Inventions,4.01,1599869942,9781600000000.0,88,2862,262,5/17/2006,Nikola Tesla,eng,Filiquarian Publishing  LLC.,<250
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,3.78,806519606,9780810000000.0,542,2829,334,2/1/2001,Marc J.  Seifer,eng,Citadel,500-749
497,Nikola Tesla: A Spark of Genius,3.93,822549204,9780820000000.0,144,105,5,10/1/1994,Carol Dommermuth-Costa,eng,Lerner Publications,<250
498,Tesla Papers,4.13,932813860,9780930000000.0,100,102,2,12/1/2000,Nikola Tesla,eng,Adventures Unlimited Press,<250
511,Boys of Summer,3.77,373792689,9780370000000.0,249,478,12,6/27/2006,Julie Elizabeth Leto,eng,Harlequin Blaze,<250
515,Programming Ruby: The Pragmatic Programmers' Guide,4.03,974514055,9780970000000.0,828,1577,49,10/11/2004,Dave Thomas,en-US,Pragmatic Bookshelf,750-999
523,Golding's Lord of the Flies (Cliffs Notes),3.95,764585975,9780760000000.0,112,73,8,6/13/2000,Maureen Kelly,eng,Cliffs Notes,<250
524,Lord of the Flies,3.68,307281701,9780310000000.0,6,408,96,10/11/2005,William Golding,eng,Listening Library (Audio),<250
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,4.11,812969707,9780810000000.0,397,1693,100,9/12/2006,Victor Davis Hanson,eng,Random House,250-499
534,We Were Not Like Other People,4.14,60255080,9780060000000.0,216,1,0,1/1/1989,Ephraim Sevela,eng,HarperCollins Publishers,<250
537,The Lovely Bones,3.81,330485385,9780330000000.0,328,6485,966,6/1/2003,Alice Sebold,en-GB,Picador,250-499
538,The Lovely Bones,3.81,159413023X,9781590000000.0,532,367,73,4/1/2004,Alice Sebold,en-US,Large Print Press,500-749
539,Lovely in Her Bones (Elizabeth MacPherson  #2),3.8,345360354,9780350000000.0,224,1371,43,5/13/1990,Sharyn McCrumb,eng,Ballantine Books,<250
565,The Zen of CSS Design: Visual Enlightenment for the Web,3.98,321303474,785342000000.0,296,793,28,2/17/2005,Dave Shea,en-US,Peachpit Press,250-499
570,HTML  XHTML  and CSS (Visual Quickstart Guide),3.8,321430840,9780320000000.0,456,549,42,8/1/2006,Elizabeth Castro,en-US,Peachpit Press,250-499
576,1000 Record Covers,3.85,3822840858,9783820000000.0,575,288,31,5/15/2005,Michael Ochs,mul,Taschen,500-749
597,Killing Yourself to Live: 85% of a True Story,3.81,743264460,9780740000000.0,245,26381,1109,6/13/2006,Chuck Klosterman,eng,Scribner,<250
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,3.73,743236017,9780740000000.0,272,62089,3324,7/2/2004,Chuck Klosterman,eng,Scribner,250-499
619,Vice (V  #8),3.51,553572490,9780550000000.0,419,474,19,5/2/1996,Jane Feather,eng,Bantam,250-499
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),3.77,60589469,9780060000000.0,540,166046,6446,4/25/2006,Robert M. Pirsig,eng,HarperTorch,500-749
639,Once Upon a Cool Motorcycle Dude,4.08,802789471,9780800000000.0,32,1773,274,4/1/2005,Kevin O'Malley,eng,Walker & Company,<250
642,Guidebook to Zen and the Art of Motorcycle Maintenance,3.72,688060692,9780690000000.0,408,286,10,11/19/1990,Ronald L. DiSanto,en-GB,William Morrow Paperbacks,250-499
643,Motorcycle Basics Techbook,3.85,185960515X,9781860000000.0,222,40,2,7/5/2002,John Harold Haynes,eng,Haynes Manuals N. America  Inc.,<250
650,LOGO Lounge: 2 000 International Identities by Leading Designers,3.93,1592530877,9781590000000.0,191,27,0,9/1/2004,Catharine M. Fishel,eng,Rockport Publishers,<250
655,The Death of Ivan Ilych And Other Stories,4.11,451528808,9780450000000.0,304,7300,266,4/1/2003,Leo Tolstoy,eng,Signet Classics,250-499
656,War and Peace,4.11,192833987,9780190000000.0,1392,211671,6245,6/25/1998,Leo Tolstoy,eng,Oxford University Press,>=1000
658,The Kingdom of God Is Within You,4.13,486451380,9780490000000.0,352,2403,210,9/8/2006,Leo Tolstoy,eng,Dover Publications,250-499
662,Atlas Shrugged,3.69,452011876,9780450000000.0,1168,322483,14702,8/1/1999,Ayn Rand,eng,Plume,>=1000
663,For the New Intellectual: The Philosophy of Ayn Rand,3.68,451163087,9780450000000.0,224,2750,108,12/1/1963,Ayn Rand,eng,Signet Book,<250
664,The Fountainhead,3.87,452286751,9780450000000.0,752,1886,229,4/26/2005,Ayn Rand,en-US,Dutton,750-999
665,The Virtue of Selfishness: A New Concept of Egoism,3.51,451163931,9780450000000.0,176,11462,467,11/1/1964,Ayn Rand,eng,Signet,<250
667,Anthem,3.63,452281253,9780450000000.0,105,110952,7277,12/1/1999,Ayn Rand,eng,NAL,<250
668,We the Living,3.91,451187849,9780450000000.0,464,23199,1086,1/1/1996,Ayn Rand,eng,Signet,250-499
669,Capitalism: The Unknown Ideal,3.88,451147952,9780450000000.0,340,3501,153,7/15/1986,Ayn Rand,eng,Signet,250-499
670,Letters of Ayn Rand,3.96,452274044,9780450000000.0,681,18,2,2/1/1997,Ayn Rand,eng,NAL,500-749
672,Sailing for Dummies,3.95,471791431,9780470000000.0,416,150,7,6/1/2006,J.J. Isler,eng,For Dummies,250-499
675,Sailing from Byzantium: How a Lost Empire Shaped the World,3.88,553803816,9780550000000.0,368,646,83,7/25/2006,Colin  Wells,eng,Delacorte Press,250-499
676,Sailing Alone Around the Room: New and Selected Poems,4.23,375755195,9780380000000.0,192,12180,630,9/17/2002,Billy Collins,eng,Random House Trade Paperbacks,<250
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,3.62,1592283195,9781590000000.0,286,51,5,4/1/2004,Christopher Caswell,eng,Lyons Press,250-499
681,"Natural Cures ""They"" Don't Want You to Know about",3.09,975599518,9780980000000.0,571,1601,284,1/1/2004,Kevin Trudeau,en-US,Alliance Publishing,500-749
685,The Natural,3.63,374502005,9780370000000.0,231,8854,672,7/7/2003,Bernard Malamud,eng,Farrar Straus Giroux,<250
698,Digging to America,3.55,307263940,9780310000000.0,277,17155,1841,5/2/2006,Anne Tyler,eng,Alfred A. Knopf,250-499
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,3.77,312405545,9780310000000.0,826,44,3,1/21/2004,Gary Colombo,eng,Bedford Books,750-999
702,Modern Latin America,3.59,019517013X,9780200000000.0,528,234,11,10/7/2004,Thomas E. Skidmore,en-US,Oxford University Press  USA,500-749
703,The Plot Against America,3.77,1400079497,9781400000000.0,391,33321,2925,9/27/2005,Philip Roth,eng,Vintage International,250-499
707,Naked Pictures of Famous People,3.59,688171621,9780690000000.0,164,8703,417,9/22/1999,Jon   Stewart,en-GB,Dey Street Books,<250
759,Collected Stories,4.19,60932686,9780060000000.0,352,6375,179,5/13/2008,Gabriel García Márquez,eng,Harper Perennial Modern Classics,250-499
762,Crónica de una muerte anunciada,3.97,1400034957,9781400000000.0,118,7888,411,10/14/2003,Gabriel García Márquez,spa,Vintage Espanol,<250
763,Cien años de soledad,4.07,307350428,9780310000000.0,496,130,5,2/7/2006,Gabriel García Márquez,spa,Plaza y Janes,250-499
764,Del amor y otros demonios,3.98,307350444,9780310000000.0,176,4508,278,2/7/2006,Gabriel García Márquez,spa,Plaza y Janes,<250
765,Living to Tell the Tale,3.99,140003454X,9781400000000.0,533,397,47,10/12/2004,Gabriel García Márquez,eng,Vintage,500-749
766,Memoria de mis putas tristes,3.6,1400095808,9781400000000.0,112,5856,377,10/19/2004,Gabriel García Márquez,spa,Vintage Espanol,<250
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,4.07,375708111,9780380000000.0,425,32569,1058,9/2/2004,Brian Greene,eng,Vintage Books USA,250-499
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,4.29,086171492X,9780860000000.0,288,37,6,5/15/2005,Upasika Kee Nanayon,eng,Wisdom Publications,250-499
787,The Mini Rough Guide to London,3.75,184353584X,9781840000000.0,363,1,0,4/1/2006,Rob Humphreys,eng,Rough Guides,250-499
793,Best of London (Lonely Planet Best Of),3.83,1740594770,9781740000000.0,128,11,0,9/1/2004,Lonely Planet,eng,Lonely Planet,<250
797,Lonely Planet Londres,4.03,8408064762,9788410000000.0,480,0,0,5/1/2006,Lonely Planet,spa,Geoplaneta,250-499
799,Out to Eat London 2002 (Lonely Planet Out to Eat),0.0,1740592050,9781740000000.0,295,0,0,9/1/2001,Lonely Planet,eng,Lonely Planet,250-499
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,3.88,618710531,9780620000000.0,287,6870,237,4/4/2006,H.G. Bissinger,eng,Mariner Books,250-499
816,Cryptonomicon,4.25,60512806,9780060000000.0,1139,83184,4249,11/1/2002,Neal Stephenson,eng,Avon,>=1000
821,Le Réseau Kinakuta (Cryptonomicon  #2),4.1,2228894168,9782230000000.0,418,5,0,3/31/2001,Neal Stephenson,fre,Payot,250-499
822,The Confusion (The Baroque Cycle  #2),4.26,60733357,9780060000000.0,815,19320,565,6/14/2005,Neal Stephenson,en-US,William Morrow Paperbacks,750-999
823,Quicksilver (The Baroque Cycle  #1),3.93,60593083,9780060000000.0,927,30872,1735,9/21/2004,Neal Stephenson,eng,HarperCollins Perennial,750-999
824,The Cobweb,3.61,553383442,9780550000000.0,448,2465,137,5/31/2005,Neal Stephenson,eng,Spectra Books,250-499
826,The Big U,3.25,380816032,9780380000000.0,308,4657,223,2/6/2001,Neal Stephenson,en-US,William Morrow Paperbacks,250-499
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,4.19,553380966,9780550000000.0,499,71042,2767,5/2/2000,Neal Stephenson,eng,Spectra,250-499
828,Interface,3.68,553383434,9780550000000.0,640,4731,270,5/31/2005,Neal Stephenson,eng,Spectra,500-749
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),4.2,60833181,9780060000000.0,464,1567,65,3/28/2006,Neal Stephenson,en-US,HarperTorch,250-499
830,Snow Crash,4.03,553380958,9780550000000.0,438,188100,6612,8/2/2000,Neal Stephenson,eng,Bantam Books,250-499
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,4.16,1880685353,9781880000000.0,450,1474,30,6/1/2005,Dan Harrington,eng,Two Plus Two Publishing LLC,250-499
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,4.24,1880685337,9781880000000.0,381,1929,72,12/1/2004,Dan Harrington,eng,Two Plus Two Publishing LLC,250-499
840,The Design of Everyday Things,4.17,465067107,9780470000000.0,240,18602,1379,9/19/2002,Donald A. Norman,eng,Basic Books,<250
841,Emotional Design: Why We Love (or Hate) Everyday Things,3.95,465051367,9780470000000.0,272,3702,149,5/11/2005,Donald A. Norman,eng,Basic Books,250-499
842,The Psychology of Everyday Things,4.17,465067093,9780470000000.0,257,265,31,6/13/1988,Donald A. Norman,eng,Basic Books,250-499
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,4.27,898709199,9780900000000.0,259,51,7,4/30/2006,Alex C. Jones,en-GB,Ignatius Press,250-499
864,The Alchemist,3.86,60887966,9780060000000.0,192,920,76,5/2/2006,Paulo Coelho,eng,HarperOne,<250
865,The Alchemist,3.86,61122416,9780060000000.0,197,1631221,55843,5/1/1993,Paulo Coelho,eng,HarperCollins,<250
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),4.57,142150460X,9781420000000.0,192,9013,153,9/19/2006,Hiromu Arakawa,eng,VIZ Media LLC,<250
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),4.56,1591169259,9781590000000.0,192,16666,299,9/13/2005,Hiromu Arakawa,eng,VIZ Media LLC,<250
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),4.57,1421504596,9781420000000.0,192,11451,161,7/18/2006,Hiromu Arakawa,eng,VIZ Media LLC,<250
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),4.5,1591169208,9781590000000.0,192,111091,1427,5/3/2005,Hiromu Arakawa,eng,VIZ Media LLC,<250
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),4.55,1591169291,9781590000000.0,200,10752,294,11/8/2005,Hiromu Arakawa,eng,VIZ Media LLC,<250
872,The Illustrated Alchemist: A Fable about Following Your Dream,3.86,006019250X,9780060000000.0,198,251,32,11/1/1998,Paulo Coelho,en-US,HarperCollins Publishers,<250
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),4.52,1591169232,9781590000000.0,192,14923,419,7/5/2005,Hiromu Arakawa,eng,VIZ Media LLC,<250
880,Pompeii,3.82,812974611,9780810000000.0,274,26922,1726,11/8/2005,Robert   Harris,eng,Random House Trade Paperbacks,250-499
888,The Last Days of Pompeii,3.6,158715739X,9781590000000.0,360,1156,68,12/3/2002,Edward Bulwer-Lytton,eng,Borgo Press,250-499
890,Of Mice and Men,3.87,142000671,9780140000000.0,103,1755253,25554,1/8/2002,John Steinbeck,eng,Penguin Books,<250
900,The Game: Penetrating the Secret Society of Pickup Artists,3.74,60554738,9780060000000.0,464,20529,1592,9/6/2005,Neil Strauss,en-US,It Books,250-499
902,The Westing Game,4.02,014240120X,9780140000000.0,182,142121,8782,4/12/2004,Ellen Raskin,eng,Puffin,<250
903,The Egypt Game,3.83,808553038,9780810000000.0,215,30231,1130,7/7/2009,Zilpha Keatley Snyder,eng,Turtleback Books,<250
929,Memoirs of a Geisha,4.11,1400096898,9781400000000.0,503,280309,3703,11/22/2005,Arthur Golden,eng,Vintage Books USA,500-749
930,Memoirs of a Geisha,4.11,739326228,9780740000000.0,434,1301083,19296,11/15/2005,Arthur Golden,eng,Random House Large Print Publishing,250-499
931,Memoirs of a Geisha,4.11,99498189,9780100000000.0,497,2122,256,12/1/2005,Arthur Golden,en-US,Vintage,250-499
932,Memoirs of a Geisha: A Portrait of the Film,4.08,1557046832,9781560000000.0,144,145,8,10/20/2005,David        James,eng,Newmarket Press,<250
933,Memoirs of a Geisha,4.11,99771519,9780100000000.0,497,4189,462,6/4/1998,Arthur Golden,eng,Vintage,250-499
935,Geisha of Gion,3.93,074343059X,9780740000000.0,334,1556,158,5/6/2003,Mineko Iwasaki,eng,Pocket Books,250-499
941,Love As A Foreign Language #5,3.44,1932664394,9781930000000.0,58,9,2,2/1/2006,J. Torres,eng,Oni Press,<250
944,Jungle Love,3.41,521750849,9780520000000.0,95,59,7,8/1/2002,Margaret Johnson,eng,Cambridge University Press,<250
955,The 5 Love Languages / The 5 Love Languages Journal,4.7,802415318,9780800000000.0,0,22,4,1/1/2005,Gary Chapman,eng,Moody Publishers,<250
960,Angels & Demons (Robert Langdon  #1),3.89,1416524797,9781420000000.0,736,2418736,21303,4/1/2006,Dan Brown,eng,Pocket Books,500-749
965,Ángeles y demonios (Robert Langdon  #1),3.89,849561877X,9788500000000.0,508,196,20,12/1/2005,Dan Brown,spa,Umbriel,500-749
966,Angeles & Demonios,3.89,972859896,9780970000000.0,18,65,7,12/1/2005,Dan Brown,spa,FonoLibro,<250
968,The Da Vinci Code (Robert Langdon  #2),3.84,307277674,9780310000000.0,489,1679706,35877,3/28/2006,Dan Brown,eng,Anchor,250-499
969,The Da Vinci Code,3.84,076792603X,9780770000000.0,467,1120,105,3/28/2006,Dan Brown,eng,Broadway Books,250-499
972,Da Vinci Code (Robert Langdon  #2),3.84,2266144340,9782270000000.0,744,377,16,5/3/2005,Dan Brown,fre,Pocket,500-749
975,Deception Point,3.71,1416524800,9781420000000.0,736,4919,410,4/1/2006,Dan Brown,eng,Pocket Books,500-749
977,Deception Point,3.71,552151769,9780550000000.0,585,3353,183,5/1/2004,Dan Brown,eng,Corgi Books,500-749
980,Deception Point,3.71,593055071,9780590000000.0,448,61,4,8/1/2005,Dan Brown,eng,Bantam Press,250-499
987,A Killing Rain (Louis Kincaid  #6),4.04,078601606X,9780790000000.0,383,456,41,2/1/2005,P.J. Parrish,eng,Pinnacle,250-499
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,4.03,671015206,9780670000000.0,258,61760,2600,10/1/1998,Thomas J. Stanley,eng,Gallery Books,250-499
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,4.18,1585424331,9781590000000.0,320,88897,2334,9/1/2005,Napoleon Hill,eng,Tarcherperigee,250-499
1007,Think and Grow Rich,4.18,1932429239,9781930000000.0,368,48,9,8/7/2004,Napoleon Hill,eng,High Roads Media,250-499
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),3.58,977616657,9780980000000.0,256,173,14,6/7/2006,Mike   Mason,eng,Pragmatic Bookshelf,250-499
1022,Read My Lips: Sexual Subversion and the End of Gender,3.95,1563410907,9781560000000.0,288,253,17,6/1/2005,Riki Anne Wilchins,en-US,Firebrand Books,250-499
1032,Trump: The Art of the Deal,3.66,345479173,9780350000000.0,384,12748,948,12/28/2004,Donald J. Trump,en-US,Ballantine Books,250-499
1052,The Richest Man in Babylon,4.26,451205367,9780450000000.0,194,76451,3400,2/1/2008,George S. Clason,eng,Berkley Books,<250
1053,The Richest Man in Babylon,4.26,1419349996,9781420000000.0,4,86,15,6/17/2005,George S. Clason,eng,Recorded Books  Inc.,<250
1059,Shibumi,4.21,1400098033,9781400000000.0,480,9498,637,5/10/2005,Trevanian,eng,Broadway Books,250-499
1067,1776,4.07,743226720,9780740000000.0,386,166916,6243,7/4/2006,David McCullough,eng,Simon  Schuster,250-499
1068,1776,4.22,140481397,9780140000000.0,192,1299,30,11/18/1976,Peter  Stone,eng,Penguin Books,<250
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,3.62,226014908,9780230000000.0,284,31,5,7/15/2000,Robert J. Allison,eng,University of Chicago Press,250-499
1078,The Good Earth (House of Earth  #1),3.98,1416500189,9781420000000.0,418,200744,7656,3/4/2009,Pearl S. Buck,eng,Howard Publishing Co,250-499
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,3.93,310258979,9780310000000.0,5,26,2,3/15/2005,Rick Warren,eng,Zondervan,<250
