Au8,Au8_CN,Au,Ag,Al,As,B,Ba,Ca,Ce,Co,Cr,Cu,Fe,Hg,K,La,Mg,Mn,Mo,Ni,P,Pb,S,Sb,Sr,Th,Ti,V,Y,Zn
0.13,17.33,0.75,3.4,4800,587,14,216,1600,111,19,9,141,26600,5,4100,71,400,378,8,10,800,131,19800,272,14,23,28,10,7,74
0.5,16.23,3.08,6.6,4400,856,6,107,800,105,60,6,401,71400,20,4000,69,400,187,17,7,450,191,65900,921,10,19,31,11,4,67
0.68,5.4,12.6,3.0,4100,1780,13,70,1000,62,273,11,574,166800,9,3600,40,400,465,50,13,520,93,165600,776,7,15,28,24,4,58
0.13,12.04,1.08,0.9,4300,493,20,210,2400,87,18,10,190,32000,2,3200,47,2700,564,13,8,980,112,15900,30,26,24,37,13,8,89
0.89,46.84,1.9,0.6,8100,388,12,356,3200,115,8,12,158,32100,13,2800,67,4500,1392,4,7,1210,67,6500,80,23,25,94,26,14,74
0.19,25.68,0.74,0.7,7000,1194,17,412,3000,109,19,13,543,37600,3,3600,63,2900,1462,40,9,1160,59,15500,26,26,24,63,20,13,77
2.42,12.32,19.65,3.2,5300,1530,16,140,2000,87,33,8,154,38200,19,4400,51,500,742,7,8,890,125,29600,2566,14,19,33,14,8,227
0.15,4.21,3.56,0.8,5200,1184,17,295,2100,101,8,8,151,24800,5,4500,59,500,436,10,10,1030,81,18800,1785,17,22,37,19,8,111
0.94,51.93,1.81,0.8,5900,976,18,300,2500,109,15,8,67,31300,7,4700,65,600,1711,7,8,1090,230,15300,225,15,22,34,10,9,130
0.63,15.59,4.04,0.7,6100,3124,16,415,2700,97,15,9,99,45900,4,5000,54,1800,1354,14,9,1070,158,23700,89,20,24,45,20,11,113
0.13,8.5,1.53,0.7,5700,1105,18,387,2700,85,15,7,59,42600,1,4500,46,3700,1228,6,12,1070,301,15700,52,21,23,47,19,10,105
0.33,20.12,1.64,0.9,5800,1687,13,338,2700,93,18,8,612,35300,2,4100,53,2000,1147,21,7,1110,70,16800,574,24,25,55,15,11,101
0.05,3.33,1.5,0.7,7700,3271,18,314,2700,89,16,6,60,39800,3,6300,52,1000,1152,7,7,1130,92,23800,34,18,24,52,11,12,80
0.19,8.72,2.18,1.9,7200,2414,16,656,2400,100,4,7,168,15500,8,5800,58,600,489,10,5,1090,722,8300,322,17,23,48,9,10,80
0.85,100.0,0.82,0.9,7300,444,20,781,3300,97,8,9,1925,24800,1,4300,54,1900,1219,86,7,1310,59,4400,20,27,23,80,19,13,73
1.69,11.79,14.33,1.5,5600,2603,18,153,2000,75,34,5,151,51000,152,4500,44,400,65,16,5,960,111,50800,10823,10,17,25,21,7,78
0.06,3.49,1.72,0.6,6600,5121,13,130,2400,129,7,7,34,26300,4,5600,79,500,42,35,6,1220,293,21700,1890,14,24,33,13,8,66
0.17,6.39,2.66,0.6,7000,1073,6,222,2800,99,17,9,73,28900,6,4600,58,1700,537,9,6,1120,104,17400,5289,20,20,202,27,9,85
0.11,6.59,1.67,1.5,5300,868,20,150,1400,130,73,7,260,12100,29,4500,71,400,33,62,5,640,110,9500,155,18,26,26,11,8,86
0.08,8.0,1.0,0.6,5100,2167,22,505,2600,126,10,7,309,20800,1,4300,72,500,983,60,5,1210,65,8700,126,23,25,21,12,10,77
0.06,11.32,0.53,0.7,5000,1319,18,230,3100,133,11,8,343,29000,2,4100,70,1800,728,13,6,1400,63,8300,51,29,27,24,18,10,121
0.18,14.52,1.24,0.7,5000,2231,21,380,3200,131,21,9,493,49700,4,4200,79,4800,1330,9,7,1210,33,8900,131,33,25,41,27,11,77
0.06,7.14,0.84,0.6,6300,544,9,313,3800,169,9,21,128,39500,2,2600,105,4300,1580,6,9,1340,27,4100,235,27,28,95,43,15,75
0.04,4.49,0.89,0.6,4300,3012,16,350,2500,89,27,9,9,36100,7,3700,50,300,997,3,25,1190,105,26900,458,20,20,17,9,8,1474
0.01,1.27,0.79,0.5,4800,476,17,337,2900,117,22,8,6,35100,3,4000,66,300,2111,1,12,1260,135,17100,3141,19,21,16,13,12,391
0.04,4.4,0.91,1.4,4700,6617,15,294,2400,95,13,7,131,46600,15,4500,52,400,1985,3,8,1070,111,32400,941,17,20,23,9,8,150
0.11,10.68,1.03,0.8,5200,2179,16,439,2600,82,25,6,7,44100,4,4700,43,500,2929,2,11,1170,61,21100,80,17,21,24,9,9,198
0.23,19.49,1.18,7.7,4200,1582,9,207,2400,83,14,6,1261,54800,48,4000,46,400,2268,3,10,1020,975,42700,15774,14,18,25,9,7,1314
0.26,31.33,0.83,0.8,4400,2852,15,321,2600,76,28,4,391,37400,44,4500,41,300,1443,10,12,1200,65,24700,464,14,21,16,9,9,153
0.11,20.37,0.54,3.7,5300,1099,21,465,2700,49,48,5,14,29300,6,4400,25,400,411,3,8,1340,385,23300,369,12,26,23,10,8,126
0.01,1.82,0.55,3.5,4400,1034,14,394,2800,117,19,9,206,31600,14,3500,66,300,912,12,14,1330,135,21500,171,26,27,13,7,10,116
0.05,3.38,1.48,14.9,9600,5475,15,51,1700,115,77,4,765,55000,107,4400,65,300,43,119,36,1610,313,52600,336,34,21,12,7,16,1226
0.14,3.54,3.96,0.9,4100,1402,12,110,2500,95,10,5,132,22400,6,3400,52,300,81,13,13,1280,40,18600,105,17,24,14,9,8,116
7.35,52.16,14.09,1.7,3100,3269,8,229,2100,74,13,6,153,45100,26,2800,40,200,50,26,14,1070,667,40300,158,14,23,13,8,6,536
0.08,6.84,1.17,0.9,3800,3432,8,282,2600,109,31,9,154,36000,28,2800,61,300,45,37,28,1290,309,32100,160,17,26,20,9,8,170
0.15,10.07,1.49,1.5,4100,2526,12,105,2700,105,26,6,353,32700,46,3200,60,300,59,14,12,1380,186,28800,266,15,28,19,8,8,151
0.1,14.71,0.68,2.1,3400,1139,7,316,2600,128,22,8,96,29900,7,2700,76,200,41,3,10,1350,365,25800,168,18,26,17,9,7,226
0.03,3.85,0.78,0.6,6100,1594,21,439,2900,96,13,4,20,27300,6,4800,57,500,251,9,9,1420,85,21900,53,16,28,21,9,8,83
0.01,1.39,0.72,4.0,6100,1025,17,466,2900,131,22,7,200,26300,11,4300,76,400,43,9,10,1390,138,22300,116,25,28,18,8,8,105
0.14,16.67,0.84,0.7,6600,4614,24,462,3000,132,8,5,134,24300,5,4900,75,700,1043,2,7,1350,105,10500,54,29,31,21,11,8,114
0.02,2.86,0.7,2.1,6600,1984,17,301,2700,151,15,6,108,36100,3,5500,89,500,108,1,10,1330,354,31000,146,27,29,28,8,9,93
0.07,11.67,0.6,4.3,6000,2321,21,414,2600,88,10,7,449,34500,4,5000,50,400,47,3,9,1250,671,29700,148,27,30,23,8,8,107
0.04,3.05,1.31,0.7,5800,2525,20,527,2700,120,10,8,234,24800,28,4800,68,400,244,12,10,1320,135,19800,126,27,29,23,10,9,125
0.02,2.27,0.88,0.5,5300,3192,17,362,2900,141,7,6,32,18200,5,3900,80,300,33,1,10,1460,68,14400,49,31,31,15,9,9,110
0.06,10.91,0.55,1.9,5500,6949,15,450,2800,76,19,6,382,17300,10,3700,39,500,165,3,13,1310,269,15100,95,28,29,13,9,8,116
0.06,7.79,0.77,0.6,5700,3079,16,663,3300,110,10,7,39,31000,5,4400,60,2500,1583,1,11,1460,366,9000,64,30,30,17,13,10,141
0.53,69.74,0.76,0.6,4400,2348,23,145,200,108,6,6,19,14300,5,3900,61,200,32,3,5,410,146,7800,265,16,24,11,6,11,33
0.05,10.0,0.5,0.8,6500,565,23,86,200,114,11,4,7,18000,3,3400,64,200,19,3,10,610,310,15000,173,42,24,10,7,19,543
0.03,3.57,0.84,1.0,5900,403,21,165,200,92,13,3,18,18100,3,3100,54,200,23,9,11,370,475,14700,396,43,24,12,7,13,530
0.03,5.26,0.57,1.1,4300,5714,21,70,100,99,15,7,66,26900,24,3300,59,200,36,8,14,310,445,24200,363,16,18,11,8,10,203
0.02,1.85,1.08,0.6,7700,1486,20,578,200,124,13,4,5,15300,3,3600,68,200,17,5,10,930,281,13500,134,27,26,12,8,14,1808
0.04,2.27,1.76,0.6,7700,1479,19,491,200,128,30,5,4,20600,7,3500,71,200,20,5,28,1190,216,18100,81,31,26,11,10,14,2519
0.02,1.67,1.2,1.1,8500,1509,18,557,200,165,17,5,4,19700,3,3600,94,200,16,4,14,1190,697,16600,54,40,28,12,10,14,1531
-0.01,0.79,1.27,1.1,20000,32666,31,183,500,93,79,9,31,20100,18,3800,52,200,25,5,85,2100,123,34200,193,106,18,16,27,25,9054
0.06,0.94,6.35,0.5,9200,19760,28,69,100,98,27,8,11,26600,44,3800,55,200,24,2,33,710,54,30600,745,47,20,15,15,20,786
0.07,3.02,2.32,0.6,5000,5231,25,296,1900,99,8,7,39,21200,11,3900,54,300,49,3,9,980,91,18100,232,21,22,12,8,8,241
0.07,2.19,3.2,2.7,4800,3015,24,388,1900,84,12,6,29,29000,6,3600,46,300,672,4,10,1020,251,21500,180,20,21,12,8,9,128
0.15,2.91,5.15,0.8,4000,9697,20,305,2400,83,5,6,27,29000,43,3700,45,400,1247,3,7,990,72,18000,4946,20,20,12,9,6,61
0.02,1.03,1.95,1.4,4000,9762,21,398,4300,106,10,8,135,33500,19,3500,58,1200,1485,4,9,1030,111,20100,2171,24,23,14,11,6,46
0.15,3.99,3.76,0.5,4500,14489,21,679,3100,122,6,8,7,15500,13,3900,69,800,206,4,8,990,51,13700,97,28,27,16,10,4,25
0.14,2.12,6.59,0.6,3600,1069,16,459,2000,119,7,7,5,24900,5,3100,68,300,512,3,10,990,37,17600,31,20,25,18,15,5,42
0.22,3.85,5.72,0.6,3600,4177,14,368,2100,126,10,10,5,27100,4,3100,72,200,354,3,14,1050,29,21400,47,20,27,14,13,5,65
0.02,0.57,3.53,0.6,4400,3187,24,350,2200,105,10,5,4,35100,2,3500,60,300,65,4,10,1140,55,30200,731,18,22,15,7,4,52
0.18,25.35,0.71,1.7,4200,4185,31,290,2300,147,12,6,502,36000,17,3500,83,300,142,4,10,1190,126,30200,253,22,22,20,4,4,58
0.03,0.92,3.25,0.8,2800,5817,29,357,2000,90,13,6,4,39000,6,2600,50,200,191,4,9,1050,72,35100,504,18,20,19,9,4,38
0.04,0.95,4.19,0.9,3300,11955,19,261,2000,109,11,7,4,35100,15,3000,61,200,35,4,11,1080,82,35900,1302,17,21,20,8,4,53
0.06,0.66,9.05,0.8,3300,6383,23,379,2200,110,6,7,16,27900,16,3000,63,200,476,3,8,1090,25,21600,88,18,21,17,18,5,56
0.02,0.57,3.5,0.6,3100,11559,15,380,2100,99,14,7,5,35100,92,3000,56,200,37,3,10,1080,35,33600,1517,19,22,17,9,4,58
0.2,1.99,10.04,1.2,3300,5344,14,221,2000,92,13,7,7,42100,12,3000,52,200,39,3,11,1040,67,37800,2451,17,20,14,12,4,61
8.71,67.52,12.9,0.6,3100,1239,45,351,2300,97,13,4,3,48300,6,2700,52,300,1397,3,8,1040,82,33100,51,21,20,15,5,5,40
1.4,11.47,12.21,1.3,3800,5705,19,160,6100,68,13,9,9,38100,640,3000,38,1900,824,3,21,1090,50,36300,15078,21,17,15,10,6,79
0.01,1.67,0.6,0.7,4100,3000,25,343,2800,93,15,6,2,47600,6,3300,52,500,2174,4,22,1190,114,29800,128,19,19,13,8,9,83
0.02,1.57,1.27,1.2,4200,1366,18,285,2500,95,13,7,3,34100,4,3500,54,400,852,4,17,1200,335,24600,535,18,21,13,10,8,75
0.03,0.66,4.58,1.0,3200,3566,25,278,2100,73,12,6,4,38900,6,2900,39,200,122,3,11,1070,111,34400,282,13,21,15,8,6,63
0.04,1.17,3.42,1.6,3400,1653,18,228,2300,81,12,8,5,35000,19,3000,44,200,102,4,11,1150,309,31200,4279,13,19,18,10,6,65
-0.01,1.56,0.64,0.8,3500,2755,13,200,2700,87,9,4,2,33200,6,3000,47,300,1167,3,9,1230,525,23600,1517,14,21,13,9,8,56
0.02,1.08,1.86,0.9,4200,913,21,445,2700,110,9,7,3,44200,1,3600,62,400,2038,3,9,1140,90,26000,90,21,23,17,11,8,56
0.01,0.25,3.98,0.7,3200,1350,15,254,5500,97,9,6,3,37100,3,2900,56,1700,714,5,9,1150,54,28900,484,22,22,15,14,7,51
0.04,1.29,3.11,1.2,3200,1825,19,316,5700,92,9,7,3,41300,4,3000,52,1800,904,5,10,1120,98,30600,72,25,22,15,13,7,64
0.04,0.64,6.23,0.8,2800,3499,16,274,2200,58,13,5,4,43200,8,2700,32,200,679,4,10,1030,63,34100,450,13,21,14,11,6,62
0.03,0.77,3.9,0.7,3300,3229,19,255,2100,81,9,7,3,34300,4,3100,45,200,48,4,11,1080,44,29700,406,14,21,16,9,6,50
0.02,1.05,1.91,1.8,3300,2423,19,259,2200,81,8,5,3,40800,4,3000,45,300,736,4,10,1030,85,29700,75,13,21,14,8,6,44
0.05,0.9,5.55,1.4,3700,2091,20,257,2200,82,10,7,4,38700,6,3300,46,300,176,6,11,1130,75,31900,381,13,20,16,11,6,69
0.07,1.49,4.7,1.1,3200,1767,27,246,1900,84,8,5,3,33400,4,2900,47,300,130,23,9,950,69,28700,84,13,20,19,8,6,46
0.16,2.58,6.19,0.8,3000,755,36,216,1700,68,11,8,4,29200,6,2600,35,200,52,4,9,900,55,24700,2166,13,19,18,8,5,38
0.02,1.77,1.13,0.9,2600,12505,59,217,1800,63,10,7,9,28000,28,2100,33,200,47,4,10,910,250,32500,6775,14,16,12,9,5,34
0.01,1.79,0.56,0.9,4000,329,50,522,6500,97,9,5,7,33500,1,2900,56,2200,663,4,9,1080,141,25700,68,27,20,10,6,8,47
0.02,0.63,3.2,0.9,3200,1070,26,300,2800,79,10,6,6,34100,2,2600,44,500,213,5,7,1140,148,28500,70,17,20,12,7,7,52
0.02,1.75,1.14,0.6,3800,784,20,167,2500,111,12,4,9,33400,3,3000,63,200,28,3,11,1200,68,29400,105,14,23,19,9,5,65
0.01,1.41,0.71,0.6,3800,1093,17,288,8900,121,10,8,7,35000,4,3000,71,2800,1056,2,10,1140,79,23600,120,28,22,14,11,8,108
0.02,1.94,1.03,0.7,3800,739,21,406,8700,109,11,6,10,30300,3,2900,62,2900,822,4,8,1200,95,20800,299,33,22,16,10,7,56
-0.01,1.54,0.65,0.5,3300,769,14,406,19600,115,10,5,4,32900,2,2500,68,7600,674,2,8,1210,137,25000,30,59,22,14,12,7,59
0.03,3.09,0.97,0.8,4100,469,24,520,19100,115,9,5,3,30900,2,3000,69,7200,620,3,9,1220,138,23000,53,53,23,17,13,7,80
0.02,1.32,1.51,0.9,4000,838,21,379,9000,121,9,6,5,28800,3,3100,71,3000,331,3,8,1210,100,23300,331,31,24,14,11,7,187
0.19,3.94,4.82,1.5,3800,4262,16,54,2100,104,9,8,119,43900,24,3300,59,300,38,2,8,1010,432,40900,5020,15,21,12,12,6,334
0.03,3.75,0.8,1.2,4000,32550,16,239,2100,125,12,6,147,49600,16,3500,73,300,39,3,8,1030,108,60000,629,17,21,13,7,6,81
0.92,30.67,3.0,22.3,4400,4034,16,23,2400,103,9,9,3665,95100,90,4000,59,300,42,3,7,1170,1103,93600,1309,20,23,16,6,7,261
0.04,3.88,1.03,1.6,4800,11735,17,223,2100,105,14,10,542,50300,22,3700,60,400,43,2,22,970,150,48500,2044,20,15,22,9,5,99
0.12,3.16,3.8,6.1,3900,1430,19,185,1900,68,12,5,1316,62100,21,3200,39,300,39,4,6,940,688,58100,7144,15,20,22,8,4,231
0.16,2.88,5.55,0.5,3600,6303,23,443,1700,64,11,6,18,39700,8,3200,36,400,184,5,15,840,53,31900,3723,15,20,31,6,6,83
0.23,25.84,0.89,0.7,3500,684,19,145,1900,81,20,9,175,53800,1,3200,45,300,113,20,17,960,294,45900,143,17,22,25,5,6,48
0.22,8.3,2.65,1.1,3700,14697,18,251,1800,94,11,9,127,45500,12,3200,54,400,287,3,13,880,199,41600,679,14,20,26,6,7,177
0.24,11.76,2.04,1.5,4000,3161,18,156,2100,96,8,6,125,44500,9,3500,56,500,851,2,10,940,189,32000,253,16,22,30,7,8,130
0.2,5.41,3.7,6.1,3600,962,16,53,1700,82,12,9,278,40900,15,3300,47,300,190,16,12,900,861,34000,2189,9,22,29,7,6,139
0.23,11.27,2.04,1.3,4100,6815,19,164,2300,90,9,6,342,47900,19,3800,53,800,2023,8,13,940,59,26100,264,16,22,29,10,9,104
0.44,8.48,5.19,1.2,4000,6382,18,127,1900,95,16,9,190,42700,21,3600,56,400,583,5,33,940,87,30900,949,17,21,29,10,8,287
0.18,7.17,2.51,0.6,4000,2693,21,192,2200,83,7,5,108,44700,3,3400,48,700,1195,4,6,1010,114,31700,375,16,22,28,7,6,79
0.25,9.4,2.66,0.9,3800,2240,21,24,2100,76,7,7,25,56100,4,3200,45,400,571,3,5,1050,152,47100,174,11,22,28,5,5,42
0.17,9.88,1.72,1.1,4000,3320,21,229,1800,67,6,6,102,42900,5,3500,38,400,115,3,6,870,152,35300,154,13,22,28,5,5,331
0.2,37.04,0.54,4.2,4700,2579,18,221,8700,95,11,5,1176,44100,15,4100,57,4700,1101,5,5,970,152,25400,617,31,22,31,9,7,124
0.62,48.44,1.28,25.7,4200,3795,20,105,2000,95,11,6,512,47900,5,3600,56,600,452,2,13,960,3145,37400,671,16,22,19,6,7,607
0.49,8.58,5.71,0.5,7300,4995,15,197,3200,125,514,16,42,39400,39,3000,67,300,54,5,490,1560,53,35100,817,98,23,33,22,17,600
0.16,11.85,1.35,0.7,3900,6907,15,155,2500,38,7,8,70,38200,31,3900,19,500,507,3,8,1170,45,26400,126,24,23,18,10,8,120
1.2,75.47,1.59,26.5,4300,1312,8,569,3300,88,25,6,1805,45100,4,3700,46,3400,2282,3,7,1270,5512,13800,102,32,25,17,8,12,177
0.94,29.56,3.18,9.0,4500,5238,10,358,2900,100,8,7,230,31500,22,4000,54,1000,944,2,8,1310,1164,16200,107,31,26,19,8,10,117
0.03,2.86,1.05,3.6,4700,2988,10,505,3000,109,19,6,348,36900,13,4400,61,1000,1273,2,25,1270,2927,20300,265,29,24,19,10,12,245
0.04,3.39,1.18,1.0,4700,6750,9,367,2900,117,11,7,149,37000,29,4500,66,500,1266,1,16,1270,362,25300,267,23,25,16,9,11,214
0.44,4.47,9.85,0.7,3800,7270,6,408,2800,71,25,6,15,33500,40,3600,34,300,1114,5,27,1270,40,18100,286,24,24,16,8,10,740
0.25,17.61,1.42,4.2,4700,6587,8,336,2600,86,19,7,18,41000,14,4200,46,1400,1021,17,7,1210,1317,22900,97,23,24,19,9,9,126
0.57,50.0,1.14,2.2,5600,2140,22,288,3100,118,15,7,55,50300,2,5300,68,500,3264,16,10,1290,1046,20200,94,22,27,16,8,17,166
0.65,10.17,6.39,2.0,6400,2088,10,111,600,116,17,9,91,26300,42,3700,66,300,34,3,14,740,126,21900,218,200,26,13,16,11,256
0.26,10.79,2.41,2.1,6500,2062,9,120,400,124,20,8,338,23500,34,4000,68,300,34,2,13,600,252,19600,417,181,27,17,9,11,430
0.49,9.84,4.98,1.3,7600,2406,13,87,500,108,25,9,35,26000,27,3700,62,300,33,6,15,590,95,21900,158,170,25,13,16,14,427
0.49,16.96,2.89,2.1,8200,10452,11,88,400,105,39,8,17,38600,49,4100,56,300,35,5,21,610,312,36900,243,134,27,19,8,11,576
0.58,8.1,7.16,0.5,8100,9841,10,83,600,108,38,7,21,39500,148,4100,58,200,34,4,23,750,94,36100,303,112,26,14,9,11,540
0.43,7.98,5.39,0.5,4000,1708,17,55,2000,105,7,8,10,24700,16,3600,61,200,39,3,11,1080,71,20200,125,18,26,17,9,7,132
0.53,10.82,4.9,0.6,3600,1333,10,50,2300,95,7,9,13,22900,19,3600,53,200,40,2,10,1190,53,19200,3327,13,27,20,11,8,88
0.57,10.9,5.23,3.6,3400,2401,8,20,2100,82,8,10,54,29300,54,3000,46,200,35,3,11,1110,632,26100,2821,11,25,16,10,8,1097
0.29,3.39,8.56,0.8,5900,10479,13,50,2500,111,21,9,18,22200,42,4200,63,300,113,5,21,1270,38,20500,478,21,26,17,17,12,352
0.31,2.29,13.53,1.5,4600,59583,8,146,2100,85,20,9,24,25100,140,3200,48,200,36,5,19,1100,50,48300,4269,19,22,13,15,12,386
0.23,5.72,4.02,4.8,4100,7318,7,56,2200,83,11,11,153,26700,214,3800,46,300,49,7,9,1120,238,25700,6031,13,24,20,11,7,302
0.05,2.6,1.92,0.7,3500,1307,5,20,2700,105,13,11,72,28300,8,3500,60,300,1284,11,11,1290,41,16100,945,15,27,18,12,9,112
0.22,3.42,6.43,0.8,4700,1103,13,100,2700,109,10,9,69,29200,6,4100,64,400,1933,1,10,1270,65,12600,3453,18,27,21,19,8,199
0.18,18.56,0.97,2.2,5300,7018,13,50,2700,136,23,7,180,23700,51,4200,78,400,370,7,18,1330,766,18300,209,30,28,20,10,10,928
0.25,16.45,1.52,20.8,4600,3597,12,96,2700,112,20,7,1799,22400,25,3700,63,800,734,6,17,1340,7320,16400,600,25,28,14,9,8,7458
0.04,1.37,2.91,0.5,4300,3485,9,170,2800,125,10,8,74,26500,12,3700,69,1100,1246,5,7,1320,78,10200,44,29,27,18,11,9,133
0.31,25.0,1.24,0.9,4700,6817,12,222,2600,75,8,7,206,23600,59,3900,41,1900,1364,11,8,1110,1086,8100,209,25,25,14,10,10,116
0.08,11.94,0.67,1.0,6900,8478,12,209,3800,111,17,32,125,56300,25,4100,60,2700,2531,9,58,1660,1509,24100,189,32,24,54,30,11,191
1.23,15.69,7.84,0.7,6900,2313,12,120,1200,66,13,4,33,32700,8,2900,40,200,256,4,10,1070,1029,24800,244,59,16,20,20,9,406
6.4,48.3,13.25,24.3,4500,1827,8,192,100,76,11,35,724,34500,28,3400,44,200,19,5,16,570,9031,30300,1497,30,17,22,10,4,389
0.15,23.44,0.64,7.8,6500,1298,8,326,200,99,13,15,722,22200,18,2400,56,100,6,3,7,1780,3987,15600,657,53,22,13,5,16,292
0.14,4.43,3.16,0.7,6900,3951,7,349,600,107,15,13,4,17600,4,3100,62,200,9,5,12,1280,66,13000,945,35,25,12,12,14,254
0.09,5.88,1.53,9.6,3600,1623,8,247,200,107,10,28,350,29800,3,3100,61,100,6,3,7,810,3068,23000,1118,23,24,12,6,8,51
1.19,19.44,6.12,6.3,4200,6565,8,307,200,93,24,19,498,25200,16,3300,52,200,6,6,27,1240,2529,17300,945,32,23,12,10,9,164
0.39,14.44,2.7,0.6,3700,1810,10,518,1300,128,14,22,6,14700,2,2900,75,100,11,7,8,1240,94,10000,39,43,25,13,8,12,139
0.55,6.81,8.08,1.2,3200,2050,10,265,1700,87,10,15,15,24800,5,2400,51,100,9,11,9,1210,126,18900,358,28,20,14,20,16,113
0.23,4.29,5.36,1.8,4000,2509,12,345,1300,107,11,26,192,21800,1,2800,61,200,9,11,8,1150,784,16100,369,62,22,17,13,13,272
2.51,23.77,10.56,5.0,7800,1179,8,360,200,112,11,32,19,19000,9,3700,67,200,7,5,17,1420,3009,15500,1657,43,23,16,16,11,1726
9.52,34.05,27.96,73.7,5000,2263,8,198,200,85,13,40,1013,35800,51,3500,51,200,7,5,12,770,5575,31700,4420,23,21,15,28,9,527
0.77,7.13,10.8,0.6,7000,2133,9,400,300,138,29,33,7,15400,4,4000,83,200,8,2,39,1260,63,10800,826,56,24,15,14,20,90
0.14,12.61,1.11,0.6,3800,1255,7,492,2100,138,6,28,4,20200,1,3600,83,200,258,2,8,1190,86,13100,400,35,24,20,9,13,98
0.17,19.54,0.87,4.4,6300,1801,12,579,1000,168,12,3,30,11200,8,4100,102,200,11,5,29,1060,3568,8900,171,61,26,14,8,16,656
0.09,4.04,2.23,0.7,4700,13431,7,244,900,101,10,3,8,29500,11,3200,59,200,14,2,59,880,61,30200,5374,48,22,13,9,12,376
7.19,32.4,22.19,22.3,13600,3950,9,329,900,80,18,39,1069,25100,213,3600,48,300,23,9,101,1100,11961,25500,3267,409,14,13,16,23,1886
3.81,16.37,23.27,1.6,9600,9661,7,142,2400,88,13,26,71,49400,20,3700,54,300,24,5,575,1370,422,47600,2846,148,17,17,13,35,3329
0.05,4.35,1.15,0.8,10400,1304,5,156,3700,107,31,32,105,48900,1,2200,65,4200,2710,4,66,1660,203,8000,175,105,18,118,33,15,849
0.85,33.73,2.52,0.7,6600,3006,8,139,3500,111,16,30,18,59800,4,2800,68,800,3048,4,103,1650,790,18600,1820,142,19,31,18,15,1047
0.66,27.27,2.42,5.1,4200,1196,10,153,100,137,6,22,351,21000,5,2900,75,100,9,5,7,800,4130,17000,1035,43,22,17,11,6,168
0.96,22.22,4.32,1.3,4000,4199,7,348,200,84,14,22,120,18900,8,3500,46,200,6,3,14,290,125,14600,167,39,22,14,7,11,281
16.56,58.29,28.41,0.5,4000,4189,7,280,1600,104,26,27,5,24200,8,3100,60,200,8,3,20,1020,78,19700,75,26,22,14,10,9,234
0.11,6.67,1.65,1.6,4300,2948,7,354,1700,108,18,34,187,23000,2,3200,60,200,12,5,12,1020,1213,18800,329,29,24,23,10,10,240
1.26,24.23,5.2,6.9,8300,1317,10,297,1100,122,11,27,227,14300,18,2700,68,600,30,2,20,1290,2889,11800,23624,216,20,159,16,14,259
7.58,38.77,19.55,2.5,3000,1360,6,232,200,102,12,47,28,28000,14,3000,58,100,8,4,9,390,41,24000,1149,32,24,16,12,7,26
1.62,14.16,11.44,0.9,3700,1530,6,207,100,119,11,42,12,28500,6,3500,69,200,7,4,10,610,37,23900,169,25,24,18,13,6,38
2.38,14.3,16.64,1.7,3400,1484,5,38,100,108,13,42,20,23200,9,3100,62,100,7,3,10,670,40,19300,153,24,24,18,15,5,31
0.06,2.84,2.11,1.4,4500,2133,8,263,200,127,33,54,56,27400,1,2900,72,100,8,4,10,1370,709,23400,178,34,25,14,8,9,125
0.52,26.94,1.93,3.3,5200,1307,8,419,200,112,14,51,121,20900,11,3400,62,100,9,4,7,1570,498,12300,350,102,25,17,9,11,56
0.44,64.71,0.68,4.9,3200,1941,12,337,200,120,15,62,112,24000,65,3100,67,100,11,4,14,440,1739,18000,2927,52,23,16,5,8,156
0.35,67.31,0.52,0.6,3700,902,7,64,300,110,16,37,9,31900,15,5900,62,200,7,4,17,2460,78,16200,688,46,22,12,35,5,51
0.32,32.65,0.98,1.8,3600,1381,9,179,300,124,6,37,44,22300,13,5000,70,200,10,4,12,1460,794,11700,4580,66,24,14,17,7,185
0.15,1.59,9.41,4.1,3700,6235,11,202,2500,96,8,2,213,39600,35,3400,54,200,229,5,7,1560,2001,34600,252,43,24,16,8,6,113
0.02,3.17,0.63,0.6,3100,2810,15,198,2600,86,7,3,34,42900,2,3400,49,300,1702,52,7,1280,246,24200,90,20,23,11,6,8,89
0.11,2.35,4.68,1.7,3800,6206,13,29,2500,104,5,4,54,41700,5,3500,61,300,2018,5,8,1160,171,20500,89,14,20,12,10,8,84
0.04,1.05,3.8,2.7,2500,11011,8,66,1800,99,6,54,414,48100,34,2500,59,100,46,6,9,970,333,46400,325,13,20,12,5,5,99
0.61,12.2,5.0,1.2,2100,4412,11,304,2200,95,5,47,36,27000,96,2300,53,200,1305,6,5,1040,308,13300,145,16,23,21,12,7,255
0.2,12.66,1.58,0.9,2000,11652,16,101,1600,67,8,56,46,42100,3,2100,37,100,216,8,8,910,203,32400,84,13,20,17,9,5,86
0.06,1.32,4.56,2.6,2600,7536,10,73,1900,95,8,56,360,36800,171,2600,52,100,22,9,7,1000,207,31800,206,15,22,19,8,6,269
0.08,0.7,11.41,0.7,2600,14756,9,110,1700,91,6,6,17,33300,8,2500,50,100,30,5,8,970,203,31000,113,14,21,17,7,5,162
0.03,1.46,2.06,0.7,2800,14388,8,80,1700,83,7,57,52,40000,13,2600,46,100,21,6,12,970,656,35500,146,15,22,17,5,5,609
