Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
S,False,2019-12-30 16:10:34,,برنامه‌نویس Full Stack,2020-02-29 03:00:05,C,FT
,False,2018-12-15 18:48:04,,توسعه‌دهنده جاوا,2019-02-14 03:00:04,C,
S,False,2020-02-10 11:32:58,<6MT,برنامه‌نویس Angular,2020-04-11 03:00:05,C,FT
,False,2018-12-15 18:45:48,,طراح و توسعه‌دهنده وب,2019-02-14 03:00:04,C,
S,False,2019-11-30 12:11:55,<6MT,Senior Front-end Developer,2020-01-30 03:00:05,C,FT
S,False,2020-02-29 13:21:27,<6MT,برنامه‌نویس وب,2020-04-30 03:00:06,C,FT
J,False,2020-02-19 16:47:23,,مدیر فنی - Chief Technology Officer,2020-04-20 03:00:05,C,FT
,False,2018-12-15 18:43:09,,توسعه‌دهنده Angular,2019-02-14 03:00:04,C,
J,False,2020-02-19 11:04:43,,برنامه‌نویس Vue.js,2020-04-20 03:00:05,C,FT
S,False,2020-04-20 16:52:22,<4MT,توسعه‌دهنده WordPress,2020-06-20 03:00:06,C,FT
J,False,2019-12-08 11:33:50,,Product Manager,2019-12-08 14:56:42,C,FT
,False,2018-12-12 14:08:57,,توسعه‌دهنده وب,2019-02-11 03:00:04,C,
,False,2017-05-03 12:03:15,,iOS Developer,2017-07-02 12:03:15,C,
J,False,2020-02-29 14:02:06,<4MT,برنامه‌نویس وب .net core و AngularJS,2020-04-30 03:00:06,C,FT
J,False,2020-04-20 10:29:39,<4MT,توسعه‌دهنده وب (back-end developer),2020-06-20 03:00:06,C,FT
S,True,2020-02-29 16:02:16,<6MT,Front-End Engineer,2020-04-30 03:00:06,C,FT
I,False,2019-12-07 16:41:57,,توسعه‌دهنده Front-End,2019-12-28 10:30:17,C,PT
S,False,2020-02-29 20:51:12,,برنامه‌نویس PHP,2020-04-30 03:00:06,C,FT
J,False,2020-04-20 10:40:46,,کارشناس کنترل کیفیت نرم‌افزار,2020-06-20 03:00:06,C,FT
,False,2017-08-15 13:57:55,,برنامه نویس بک اند,2017-10-14 12:57:55,C,
J,False,2019-12-31 15:07:52,,کارشناس ناک,2020-03-01 03:00:05,C,FT
J,False,2020-02-29 21:49:08,<4MT,پشتیبان و تستر نرم افزار,2020-04-30 03:00:05,C,FT
J,False,2020-03-02 10:14:22,,Software Engineer / Back-end Developer,2020-05-02 03:00:05,C,FT
J,False,2020-03-02 10:16:59,,Front-end Developer,2020-05-02 03:00:05,C,FT
S,True,2019-11-30 12:55:43,<12MT,برنامه‌نویس Flutter,2020-01-30 03:00:05,C,PR
S,False,2020-03-07 13:07:11,,تحلیلگر و طراح نرم افزار,2020-05-07 03:00:05,C,FT
J,True,2019-11-27 10:42:14,<4MT,R developer,2019-12-16 16:01:35,C,FT
S,True,2020-11-07 10:38:27,>12MT,توسعه‌دهنده Backend,2020-11-15 15:28:38,C,PR
S,False,2020-03-02 14:14:33,<8MT,Data Scientist - Pricing team,2020-05-02 03:00:05,C,FT
J,False,2020-03-02 10:17:09,,Data Scientist,2020-05-02 03:00:05,C,FT
,False,2018-12-12 14:07:11,,توسعه‌دهنده Front-End,2019-02-11 03:00:04,C,
S,False,2020-04-21 10:19:30,,کارشناس مارکتینگ,2020-06-21 03:00:05,C,FT
,False,2017-05-03 10:15:21,,توسعه‌دهنده‌ی Back-End,2017-07-02 10:15:21,C,
J,False,2020-03-02 10:17:19,,Python/Django Developer,2020-04-29 17:35:41,C,FT
,False,2018-08-01 16:45:48,,توسعه دهنده اندروید,2018-09-30 15:45:48,C,
S,False,2020-03-02 14:12:39,<8MT,Product Manager,2020-05-02 03:00:05,C,FT
,False,2017-05-01 20:00:12,,توسعه دهنده RDBMS,2017-06-30 20:00:12,C,
,False,2017-05-01 19:58:56,,توسعه دهنده وب Front-end,2017-06-30 19:58:56,C,
,False,2017-07-29 13:36:32,,برنامه نویس اندروید,2017-09-27 12:36:32,C,
,False,2017-04-29 13:26:52,,برنامه‌نویس ReactJS,2017-06-28 13:26:52,C,
S,False,2019-11-12 14:44:09,<12MT,کارشناس هوش مصنوعی,2020-01-12 03:00:05,C,FT
S,False,2020-07-12 10:51:12,<12MT,Node.js Developer,2020-08-13 12:31:19,C,FT
S,False,2020-07-25 13:46:12,,Senior Front-end Developer,2020-08-10 16:37:17,C,FT
J,False,2020-03-02 15:55:55,<4MT,کارشناس برنامه ریزی استراتژیک,2020-05-02 03:00:05,C,FT
S,False,2020-03-02 14:13:58,<8MT,Security Engineer,2020-05-02 03:00:05,C,FT
S,False,2019-12-25 18:23:37,,Scrum master,2020-02-24 03:00:04,C,FT
J,True,2020-03-03 10:30:03,<3MT,توسعه‌دهنده Front End,2020-05-03 03:00:05,C,PR
J,False,2020-04-21 10:17:09,<4MT,برنامه‌نویس فرانت اند ویو جی اس,2020-06-21 03:00:05,C,PT
,False,2017-05-01 19:57:55,,توسعه دهنده وب back-end,2017-06-30 19:57:55,C,
,False,2017-05-01 19:56:34,,توسعه دهنده java,2017-06-30 19:56:34,C,
J,False,2019-05-15 10:33:36,<2MT,برنامه‌نویس ++C,2019-07-15 03:00:04,C,FT
S,False,2020-03-03 22:33:31,,کارشناس Devops,2020-04-21 16:01:07,C,FT
S,False,2020-03-03 11:30:53,,توسعه‌دهنده React Native,2020-05-03 03:00:05,C,FT
,False,2017-04-28 21:25:00,,یک AngularJS کار باسلیقه,2017-06-27 21:25:00,C,
,False,2018-11-28 14:04:59,,توسعه‌دهنده سمت سرور,2019-01-28 03:00:04,C,
,False,2018-11-28 14:02:43,,توسعه‌دهنده React,2019-01-28 03:00:04,C,
S,False,2020-02-15 10:08:24,<6MT,برنامه‌نویس ارشد موبایل,2020-04-16 03:00:06,C,FT
S,False,2019-05-15 10:16:14,,برنامه‌نویس Python,2019-07-15 03:00:04,C,FT
S,False,2020-04-21 16:00:12,<6MT,کارشناس Devops,2020-06-21 03:00:05,C,FT
,False,2017-04-28 21:22:06,,توسعه‌دهنده Backend جاوا,2017-06-27 21:22:06,C,
S,False,2020-03-03 22:32:27,,کارشناس Devops,2020-04-21 16:00:54,C,FT
S,False,2020-03-04 21:10:34,<6MT,برنامه‌نویس PHP,2020-05-04 03:00:05,C,FT
,False,2018-10-14 20:22:49,,نت ورک ادمین,2018-12-13 20:22:49,C,
,False,2018-12-12 10:16:58,,Hybrid Mobile App Developer,2019-02-11 03:00:04,C,
J,False,2019-09-28 10:11:11,,برنامه‌نویس Vue.js,2019-11-28 03:00:05,C,FT
S,True,2020-07-11 18:14:21,<8MT,"برنامه‌نویس فول استک C#, ASP.NET",2020-08-05 02:11:25,C,FT
S,False,2020-04-22 10:11:45,<12MT,توسعه‌دهنده FrontEnd,2020-06-22 03:00:05,C,FT
,False,2018-02-21 09:47:50,,برنامه نویس Android,2018-04-22 10:47:50,C,
S,False,2020-03-05 11:37:16,,(Front-End Developer (React,2020-05-05 03:00:05,C,FT
S,False,2019-12-15 13:11:24,<12MT,توسعه‌دهنده NodeJS,2020-02-14 03:00:05,C,FT
J,False,2020-01-05 11:16:42,,توسعه‌دهنده Front End,2020-03-05 18:30:52,C,FT
S,False,2020-01-04 17:48:51,<12MT,توسعه‌دهنده ارشد Back-End) Java/JEE),2020-03-05 18:30:52,C,FT
S,False,2020-01-04 17:49:27,<12MT,توسعه‌دهنده ارشد ++C,2020-03-05 18:30:52,C,FT
S,False,2020-01-04 17:50:21,<8MT,کارشناس فنی پشتیبانی سیستم,2020-03-05 18:30:52,C,FT
,False,2018-12-12 08:37:25,,توسعه‌دهنده جاوا - آقا,2019-02-11 03:00:04,C,
,False,2018-12-09 22:08:38,,کارشناس DBA,2019-02-08 03:00:04,C,
,False,2018-12-08 16:06:06,,توسعه‌دهنده React Native,2019-02-07 03:00:04,C,
S,False,2020-01-05 23:56:53,<12MT,توسعه‌دهنده ارشد PHP,2020-03-06 03:00:05,C,FT
J,False,2020-03-07 13:07:45,<2MT,توسعه‌دهنده NodeJS,2020-05-07 03:00:05,C,PT
,False,2018-12-08 14:48:49,,توسعه‌دهنده iOS,2019-02-07 03:00:04,C,
I,False,2020-11-08 13:04:39,,کارآموز برنامه‌نویس رابط کاربری (فرانت),2021-01-08 03:00:10,C,FT
S,False,2020-04-21 16:25:17,<8MT,متخصص وردپرس,2020-06-21 03:00:05,C,FT
S,False,2020-03-07 17:40:26,<6MT,توسعه‌دهنده موبایل اندروید,2020-05-07 03:00:05,C,FT
S,False,2020-03-07 17:41:07,<12MT,توسعه‌دهنده ارشد Back-End) Java/JEE),2020-05-07 03:00:05,C,FT
S,True,2020-03-15 11:44:55,,برنامه‌نویس PHP,2020-05-03 18:21:44,C,PT
S,False,2020-08-03 10:00:23,<12MT,برنامه‌نویس Java,2020-08-18 18:06:59,C,FT
,False,2018-06-10 18:25:53,,دعوت به همکاری برنامه نویس جاوا,2018-08-09 18:25:53,C,
J,False,2020-10-06 17:20:25,,Junior DevOps Engineer,2020-12-06 03:00:10,C,FT
S,False,2021-03-03 16:53:43,,Front-end Developer,2021-04-10 08:44:36,C,FT
I,False,2020-03-09 11:45:38,,کارآموز برنامه‌نویسی- پایتون,2020-05-09 03:00:05,C,PT
S,False,2020-04-21 16:57:19,<8MT,UI/UX Designer,2020-06-21 03:00:05,C,FT
S,True,2019-04-25 11:13:31,<4MT,طراح و برنامه‌نویس ارشد,2019-06-25 03:00:04,C,FT
,False,2018-10-18 12:22:52,,توسعه‌دهنده Python,2018-12-17 12:22:52,C,
S,False,2020-03-07 17:41:14,<12MT,توسعه‌دهنده ارشد ++C,2020-05-07 03:00:05,C,FT
,False,2017-12-04 15:06:36,,ASP .NET MVC Developer,2018-02-02 15:06:36,C,
S,False,2020-03-07 17:41:20,<8MT,کارشناس فنی پشتیبانی سیستم,2020-05-07 03:00:05,C,FT
,False,2018-12-03 12:38:44,,توسعه‌دهنده Back-End,2019-02-02 03:00:04,C,
S,False,2020-04-11 11:07:26,<6MT,توسعه‌دهنده Back End,2020-04-21 22:03:36,C,FT
S,True,2020-04-22 10:12:08,<2MT,برنامه‌نویس Flutter - کاملا دورکاری,2020-06-22 03:00:05,C,PT
S,False,2020-08-22 10:57:12,,Android Developer,2020-10-22 03:00:10,C,FT
S,True,2020-03-09 11:47:44,<6MT,برنامه‌نویس Front-End و Back-End,2020-05-09 03:00:05,C,FT
S,False,2020-03-09 11:46:30,<4MT,توسعه‌دهنده Front End,2020-05-09 03:00:05,C,FT
S,False,2020-05-19 11:27:32,<12MT,طراحی وبسایت و مدیریت فضای مجازی,2020-07-19 03:00:09,C,FT
J,False,2020-01-08 16:08:07,<6MT,کارشناس کنترل پروژه,2020-03-09 03:00:05,C,FT
,False,2017-04-22 14:32:37,,توسعه‌دهنده reactJS,2017-06-21 14:32:37,C,
J,False,2020-08-02 14:52:34,,توسعه‌دهنده Microsoft Dynamics CRM,2020-10-02 03:00:10,C,FT
J,False,2020-03-09 11:46:15,,برنامه‌نویس جاوا- اندروید,2020-05-09 03:00:05,C,PT
,False,2018-05-24 13:49:43,,برنامه نویس اندروید,2018-07-23 13:49:43,C,
,False,2018-12-02 13:10:46,,Go-lang Developer,2019-02-01 03:00:04,C,
,False,2018-11-30 15:49:35,,متخصص هوش مصنوعی,2019-01-30 03:00:04,C,
S,False,2019-11-27 10:47:56,,توسعه‌دهنده اندروید,2020-01-15 12:04:33,C,FT
S,False,2020-03-09 14:15:06,<8MT,Senior Front-end Developer,2020-05-09 03:00:05,C,FT
J,False,2020-09-08 15:31:59,<6MT,توسعه‌دهنده Front-end,2020-09-25 21:46:40,C,FT
,False,2018-11-27 13:19:21,,توسعه‌دهنده جاوا,2019-01-27 03:00:06,C,
J,False,2019-12-15 11:49:37,<4MT,مدیر پروژه,2020-02-14 03:00:05,C,FT
S,False,2020-04-22 10:11:36,<12MT,BackEnd Developer,2020-06-22 03:00:05,C,FT
,False,2018-11-27 13:12:10,,توسعه‌دهنده PHP,2019-01-27 03:00:06,C,
,False,2018-11-27 13:10:28,,توسعه‌دهنده Python,2019-01-27 03:00:06,C,
,False,2018-11-27 11:14:39,,توسعه‌دهنده Net.,2019-01-27 03:00:06,C,
,False,2018-11-21 09:49:47,,DevOps Engineer,2019-01-21 03:00:04,C,
S,False,2020-04-22 10:15:05,<4MT,UI/UX Designer,2020-06-22 03:00:05,C,FT
,False,2017-04-22 13:56:21,,Android Developer,2017-06-21 13:56:21,C,
S,False,2019-12-15 13:11:12,,برنامه‌نویس ارشد اندروید,2020-02-14 03:00:05,C,FT
S,True,2020-03-09 14:13:43,<4MT,مدرس برنامه‌نویسی و پایگاه داده,2020-05-09 03:00:05,C,PR
J,False,2020-03-09 14:13:30,,برنامه‌نویس PHP,2020-05-09 03:00:05,C,FT
J,False,2019-12-29 13:11:50,,توسعه‌دهنده Front-end,2020-02-28 03:00:05,C,FT
J,True,2020-09-14 20:43:11,<4MT,توسعه‌دهنده .NET Core,2020-11-14 03:00:09,C,PR
S,True,2020-06-21 16:55:38,,برنامه‌نویس ارشد Angular,2020-08-21 03:00:08,C,FT
S,True,2020-01-09 16:11:12,<8MT,برنامه‌نویس ارشد Full stack,2020-03-10 03:00:05,C,PT
J,True,2020-03-09 14:13:55,<2MT,برنامه‌نویس نود جی اس node.js,2020-05-09 03:00:05,C,PT
,False,2018-10-20 10:05:20,,توسعه‌دهنده PHP با چارچوب Symfony,2018-12-19 10:05:20,C,
S,True,2020-02-15 14:13:43,<6MT,توسعه‌دهنده ارشد React) Front-End),2020-04-16 03:00:06,C,PT
S,False,2020-07-11 18:14:09,<8MT,کارشناس BI,2020-08-05 02:11:29,C,FT
J,True,2020-02-22 16:09:17,<8MT,توسعه‌دهنده Front End,2020-04-23 03:00:06,C,FT
S,False,2020-03-10 12:47:31,>12MT,Senior PHP Developer - Germany,2020-05-10 03:00:05,C,FT
,False,2018-11-21 09:46:38,,Full Stack Developer,2019-01-21 03:00:04,C,
,False,2018-11-21 09:42:13,,Back-End Developer,2019-01-21 03:00:04,C,
S,False,2020-03-10 13:39:26,>12MT,(Senior ReactJs Developer-Germany,2020-05-10 03:00:05,C,FT
S,False,2020-03-10 13:39:18,>12MT,Senior IOS Developer-Germany,2020-05-10 03:00:05,C,FT
S,False,2020-03-10 13:39:11,>12MT,Senior Java Developer-Germany,2020-05-10 03:00:05,C,FT
S,False,2020-02-18 14:19:24,<6MT,برنامه‌نویس .Net,2020-04-19 03:00:05,C,FT
J,False,2020-05-20 11:52:04,<4MT,کارشناس کنترل پروژه,2020-07-20 03:00:09,C,FT
I,False,2020-03-14 10:34:49,<2MT,کارآموز برنامه‌نویسی Back-End,2020-05-14 03:00:05,C,FT
S,True,2020-08-22 10:57:18,,Java / Kotlin Backend Developer,2020-10-22 03:00:10,C,FT
S,False,2020-04-24 12:46:09,<4MT,برنامه‌نویس اندروید,2020-06-24 03:00:05,C,FT
S,True,2020-03-14 10:33:58,<8MT,توسعه‌دهنده فول استک نود و انگولار,2020-05-14 03:00:05,C,FT
,False,2018-08-06 22:02:01,,دعوت به همکاری برنامه نویس iOS,2018-10-05 21:02:01,C,
S,True,2020-04-24 12:45:56,,Data Scientist,2020-06-24 03:00:05,C,FT
S,False,2020-02-23 16:37:58,,Back-End Developer Python,2020-04-24 03:00:05,C,PT
S,False,2020-02-23 11:21:58,,برنامه‌نویس .Net,2020-04-24 03:00:05,C,FT
J,True,2020-03-14 10:35:05,,Back-End Developer (Laravel),2020-05-14 03:00:05,C,PT
,False,2018-09-08 12:41:43,,برنامه‌نویس PHP,2018-11-07 11:41:43,C,
,False,2018-07-08 16:45:31,,برنامه نویس (آقا),2018-09-06 16:45:31,C,
,False,2018-05-30 10:00:27,,برنامه نویس,2018-07-29 10:00:27,C,
,False,2018-11-21 09:38:13,,Front-End Developer,2019-01-21 03:00:04,C,
J,False,2020-03-25 12:12:27,<6MT,برنامه‌نویس iOS,2020-05-25 03:00:05,C,FT
,False,2018-11-21 09:35:38,,Software Engineer,2019-01-21 03:00:04,C,
S,True,2020-03-14 12:53:19,,کارشناس تحلیل داده - Data Scientist,2020-04-23 14:26:30,C,FT
J,False,2019-11-27 10:47:25,,توسعه‌دهنده فرانت اند,2020-01-15 12:04:38,C,FT
S,True,2019-12-29 13:11:17,>12MT,پژوهشگر و توسعه‌دهنده VR AR و بازی سازی,2020-02-28 03:00:05,C,PR
S,False,2020-02-23 11:21:16,,Front-End Developer,2020-04-24 03:00:05,C,FT
J,False,2019-09-21 13:49:57,<4MT,کارشناس ارشد تولید و توسعه نرم افزار,2019-11-21 03:00:05,C,FT
,False,2018-11-19 18:29:44,,توسعه‌دهنده وب,2019-01-19 03:00:04,C,
S,True,2020-03-16 11:43:55,<8MT,توسعه‌دهنده Full-stack,2020-05-16 03:00:06,C,PR
S,False,2020-04-25 10:57:30,<6MT,توسعه‌دهنده Reactjs,2020-06-25 03:00:05,C,PT
,False,2018-02-21 09:30:56,,برنامه نویس PHP,2018-04-22 10:30:56,C,
J,False,2020-02-24 15:46:55,,برنامه‌نویس سیستمی,2020-04-25 03:00:05,C,FT
S,False,2018-12-29 10:11:42,,برنامه‌نویس حرفه‌ای Java یا C#,2019-02-28 03:00:04,C,FT
M,False,2019-12-25 18:24:06,,Senior Front-end Developer,2020-02-24 03:00:04,C,FT
S,False,2020-02-24 11:09:31,,تحلیل‌گر ارشد تیم برنامه‌نویسی,2020-04-25 03:00:05,C,FT
,False,2018-11-19 18:21:33,,کارشناس پشتیبانی نرم‌افزار - کارت,2019-01-19 03:00:04,C,
S,False,2020-07-06 11:12:21,<8MT,توسعه‌دهنده ارشد Front-end,2020-08-23 16:31:38,C,FT
S,False,2020-04-25 10:57:40,<4MT,برنامه‌نویس iOS,2020-06-25 03:00:05,C,FT
,False,2017-10-11 13:39:30,,برنامه نویس WPF,2017-12-10 13:39:30,C,
S,True,2020-03-18 11:27:27,<3MT,طراح فروشگاه اینترنتی وردپرس ووکامرس,2020-05-18 03:00:05,C,PR
,False,2017-12-10 16:45:00,,توسعه دهنده ی فرانت اند (Front End Developer),2018-02-08 16:45:00,C,
,False,2018-11-19 18:15:54,,آزمونگر فنی و مهندسی کنترل کیفیت نرم‌افزار,2019-01-19 03:00:04,C,
S,False,2019-06-26 17:47:46,,توسعه‌دهنده React js,2019-08-26 03:00:04,A,FT
S,False,2020-09-08 15:32:21,<12MT,توسعه‌دهنده ارشد Front-end,2020-09-25 21:46:47,C,FT
,False,2018-11-04 12:57:43,,Senior Web Developer,2019-01-03 12:57:43,C,
S,False,2020-04-22 10:13:35,<4MT,Senior Front-end Developer,2020-06-22 03:00:05,C,FT
J,True,2020-03-18 11:28:02,<2MT,اپراتور سایت,2020-05-18 03:00:05,C,FT
J,False,2020-03-07 12:47:04,<2MT,توسعه‌دهنده PHP,2020-03-16 19:42:23,C,PT
S,True,2020-03-10 12:20:17,<6MT,توسعه‌دهنده ارشد Django) Back-End),2020-05-10 03:00:05,C,PT
S,True,2020-08-22 10:45:20,<6MT,React Native Developer,2020-10-22 03:00:10,C,PT
S,True,2020-08-22 10:44:56,<6MT,Flutter Developer,2020-10-22 03:00:10,C,PR
S,True,2020-09-08 12:16:27,<8MT,توسعه‌دهنده سرور,2020-11-08 03:00:10,C,FT
J,False,2020-03-18 11:27:52,<2MT,وب دیزاینر,2020-03-31 18:31:25,C,FT
S,False,2019-11-25 15:58:33,,توسعه‌دهنده بک اند,2020-01-25 03:00:05,C,FT
,False,2018-11-19 18:07:59,,توسعه‌دهنده جاوا,2019-01-19 03:00:04,C,
J,False,2020-03-23 17:43:06,<8MT,برنامه‌نویس c++14/17,2020-05-23 03:00:05,C,FT
,False,2017-05-15 18:31:00,,hiring java developer,2017-07-14 18:31:00,C,
J,True,2020-03-18 11:28:17,<4MT,توسعه‌دهنده Django) Back-End),2020-05-18 03:00:05,C,PT
J,True,2020-04-22 20:29:40,<8MT,طراح الگوریتم معاملاتی,2020-06-22 03:00:05,C,PT
J,False,2020-03-23 17:43:38,<2MT,پشتیبان سایت فروشگاهی وردپرس,2020-05-23 03:00:05,C,FT
S,True,2020-04-22 13:00:10,<8MT,برنامه‌نویس PHP,2020-06-22 03:00:05,C,FT
S,False,2020-04-22 10:12:14,<4MT,توسعه‌دهنده Back-end,2020-06-22 03:00:05,C,FT
J,False,2020-09-08 11:51:22,<6MT,توسعه‌دهنده Front-end,2020-11-08 03:00:10,C,FT
,False,2018-11-28 14:59:21,,توسعه‌دهنده اندروید,2019-01-28 03:00:04,C,
,False,2017-04-09 12:28:47,,برنامه نویس بک‌اند (Back-End Developer),2017-06-08 12:28:47,C,
S,False,2019-12-25 18:06:07,,توسعه‌دهنده Backend,2020-02-24 03:00:04,C,FT
S,False,2020-02-15 10:14:41,<4MT,کارشناس تحلیل داده - Data Scientist,2020-04-16 03:00:06,C,FT
S,False,2020-04-22 10:11:55,<8MT,مهندس DevOps,2020-06-22 03:00:05,C,FT
S,False,2020-01-21 13:05:33,<4MT,برنامه‌نویس FullStack,2020-03-22 03:00:05,C,FT
S,False,2019-07-17 11:21:22,,DevOps Engineer,2019-09-16 03:00:04,A,FT
,False,2017-08-24 15:32:58,,برنامه نویس Javascript,2017-10-23 14:32:58,C,
S,False,2019-12-25 18:04:42,,برنامه‌نویس پایتون,2020-02-24 03:00:05,C,FT
,False,2018-11-19 18:04:46,,کارشناس عملیات - توسعه‌دهنده سیستم مانیتورینگ هوشمند,2019-01-19 03:00:04,C,
,False,2018-11-17 17:57:28,,شرکت در دوره مرکز توسعه شغلی ایرانسل,2019-01-17 03:00:04,C,
,False,2018-11-14 11:46:27,,توسعه‌دهنده Full Stack,2019-01-13 11:46:27,C,
S,False,2019-12-25 18:03:42,,برنامه‌نویس وردپرس و لاراول,2020-02-24 03:00:05,C,FT
J,False,2020-04-25 17:07:31,<6MT,برنامه‌نویس .NET,2020-06-25 03:00:05,C,FT
,False,2017-07-02 16:17:42,,برنامه نویس iOS,2017-08-31 16:17:42,C,
,False,2017-05-01 20:47:03,,توسعه‌دهنده‌ی آندروید,2017-06-30 20:47:03,C,
,False,2017-05-01 20:02:32,,تحلیل‌گر داده,2017-06-30 20:02:32,C,
,False,2017-04-14 11:32:58,,برنامه نویس موبایل (android - ios),2017-06-13 11:32:58,C,
,False,2018-11-13 13:01:07,,کارشناس ارشد تولید و توسعه دوره های آی تی و برنامه نویسی,2019-01-12 13:01:07,C,
S,False,2020-04-05 14:04:53,,توسعه‌دهنده Backend,2020-06-05 03:00:05,C,FT
S,True,2020-04-25 15:09:58,<6MT,"مسلط به Python, Django، WebSocket",2020-04-30 14:01:23,C,PR
,False,2018-11-04 20:13:26,,توسعه‌دهنده #C,2019-01-03 20:13:26,C,
,False,2018-11-04 20:11:20,,توسعه‌دهنده Java,2019-01-03 20:11:20,C,
J,False,2020-03-24 12:28:28,,برنامه‌نویس وب,2020-05-24 03:00:06,C,FT
,False,2018-09-12 10:28:27,,برنامه نویس FULL STACK,2018-11-11 09:28:27,C,
S,False,2020-09-27 15:31:51,<8MT,برنامه‌‌نویس ارشد وردپرس (آقا-اصفهان),2020-10-04 10:03:58,C,FT
,False,2018-11-04 20:08:50,,مدیر نرم افزار,2019-01-03 20:08:50,C,
S,False,2020-04-04 10:47:06,<6MT,برنامه‌نویس Flutter,2020-06-04 03:00:05,C,FT
